,symbol,market,opening_time,exact_opening_time,opening_price,trade_direction,id,closing_time,closing_price,number_of_take_profit_touches,reason_for_closing,is_closed,is_successful,PnL_ratio,fees,taxes,n_shares,invested_budget,is_analyzed,gain,stat_market_index_change(t_1)_ratio_1d,stat_market_index_1d,stat_vix_change(t_1)_ratio_1d,stat_vix_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_gold_futures_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_treasuries_20years_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_russel_2000_1d,stat_Vola(22)_1d,stat_Beta(22)_1d,stat_ATR_1d,stat_bollinger_bands_upper_1d,stat_bollinger_bands_lower_1d,stat_open_over_lower_BB_ratio_1d,stat_ATR,stat_bollinger_bands_upper,stat_bollinger_bands_lower,stat_open_over_lower_BB_ratio,duration
0,AAPL,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,47.00164315619836,-1,US-AAPL-20190322-093000,2019-03-26 09:30:00-04:00,45.1329,1,Take Profit at Close,True,1,0.03975910267622041,,,0,0,False,0,0.0108524810499543,0.0108524810499543,-0.0201293843308908,-0.0201293843308908,0.0043060173671183,0.0043060173671183,0.0022008640295092,0.0022008640295092,0.0124744028964129,0.0124744028964129,,,,,,,,,,,4
1,MSFT,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,113.7795697752353,1,US-MSFT-20190322-093000,2019-04-23 09:30:00-04:00,118.3012,1,Take Profit at Close,True,1,0.03974026473906432,,,0,0,False,0,0.0108524810499543,0.0108524810499543,-0.0201293843308908,-0.0201293843308908,0.0043060173671183,0.0043060173671183,0.0022008640295092,0.0022008640295092,0.0124744028964129,0.0124744028964129,,,,,,,,,,,32
2,NVDA,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,45.38820217173515,-1,US-NVDA-20190322-093000,2019-03-25 09:30:00-04:00,43.5836,1,Take Profit at Close,True,1,0.039759278521477655,,,0,0,False,0,0.0108524810499543,0.0108524810499543,-0.0201293843308908,-0.0201293843308908,0.0043060173671183,0.0043060173671183,0.0022008640295092,0.0022008640295092,0.0124744028964129,0.0124744028964129,,,,,,,,,,,3
3,GOOG,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,61.33133089256287,1,US-GOOG-20190322-093000,2019-04-29 09:30:00-04:00,63.7686,1,Take Profit at Close,True,1,0.03973938070423772,,,0,0,False,0,0.0108524810499543,0.0108524810499543,-0.0201293843308908,-0.0201293843308908,0.0043060173671183,0.0043060173671183,0.0022008640295092,0.0022008640295092,0.0124744028964129,0.0124744028964129,,,,,,,,,,,38
4,AMZN,US,2019-03-25 09:30:00-04:00,2019-03-25 09:30:00-04:00,87.91147585487367,1,US-AMZN-20190325-093000,2019-04-05 09:30:00-04:00,91.4271,1,Take Profit at Open,True,1,0.03999050307072536,,,0,0,False,0,-0.0189745012394827,-0.0189745012394827,0.2090975351332424,0.2090975351332424,0.0042110099554459,0.0042110099554459,0.0155344631267817,0.0155344631267817,-0.0361556755260048,-0.0361556755260048,,,,,,,,,,,11
5,AAPL,US,2019-03-27 09:30:00-04:00,2019-03-27 09:30:00-04:00,45.41600570821286,-1,US-AAPL-20190327-093000,2019-05-23 09:30:00-04:00,43.4508,1,Take Profit at Open,True,1,0.043271214136241756,,,0,0,False,0,0.0071827258623062,0.0071827258623062,-0.1010410058933919,-0.1010410058933919,-0.0057492816745398,-0.0057492816745398,-0.0007200466729542,-0.0007200466729542,0.0101199441732819,0.0101199441732819,,,,,,,,,,,57
6,NVDA,US,2019-03-27 09:30:00-04:00,2019-03-27 09:30:00-04:00,44.18398970791004,1,US-NVDA-20190327-093000,2019-04-03 09:30:00-04:00,45.9399,1,Take Profit at Close,True,1,0.039740872286497315,,,0,0,False,0,0.0071827258623062,0.0071827258623062,-0.1010410058933919,-0.1010410058933919,-0.0057492816745398,-0.0057492816745398,-0.0007200466729542,-0.0007200466729542,0.0101199441732819,0.0101199441732819,,,,,,,,,,,7
7,NVDA,US,2019-04-04 09:30:00-04:00,2019-04-04 09:30:00-04:00,46.692462903071025,1,US-NVDA-20190404-093000,2019-10-01 09:30:00-04:00,43.2859,0,Max holding days touched,True,0,-0.07295744733240389,,,0,0,False,0,0.0021483768817243,0.0021483768817243,0.028443123069318,0.028443123069318,-7.750045421506258e-05,-7.750045421506258e-05,-0.008667959364474,-0.008667959364474,0.0048863647883734,0.0048863647883734,,,,,,,,,,,180
8,AMZN,US,2019-04-08 09:30:00-04:00,2019-04-08 09:30:00-04:00,91.68441439819337,1,US-AMZN-20190408-093000,2019-04-23 09:30:00-04:00,95.328,1,Take Profit at Close,True,1,0.03974051234032238,,,0,0,False,0,0.004636432770241,0.004636432770241,-0.0559646710715464,-0.0559646710715464,0.0010861322064099,0.0010861322064099,0.0012915572082938,0.0012915572082938,0.0096141400922895,0.0096141400922895,,,,,,,,,,,15
9,MSFT,US,2019-04-24 09:30:00-04:00,2019-04-24 09:30:00-04:00,119.7684727287671,1,US-MSFT-20190424-093000,2019-06-07 09:30:00-04:00,124.5281,1,Take Profit at Close,True,1,0.039740235161984244,,,0,0,False,0,0.008841205788409,0.008841205788409,-0.011272169280415,-0.011272169280415,-0.0032979593026108,-0.0032979593026108,0.0021258974943445,0.0021258974943445,0.0160572332315689,0.0160572332315689,0.1360744554429799,-611.246352225954,1.3770227555328047,110.34203966122288,118.47574750918729,1.0106586420563275,1.3770227555328012,110.3420396612229,118.47574750918726,1.0106586420563275,44
10,AMZN,US,2019-04-24 09:30:00-04:00,2019-04-24 09:30:00-04:00,96.27406250000001,1,US-AMZN-20190424-093000,2019-07-10 09:30:00-04:00,100.1,1,Take Profit at Close,True,1,0.039740064983753855,,,0,0,False,0,0.008841205788409,0.008841205788409,-0.011272169280415,-0.011272169280415,-0.0032979593026108,-0.0032979593026108,0.0021258974943445,0.0021258974943445,0.0160572332315689,0.0160572332315689,0.1634607596881765,-205.24371808682207,1.2563802375753867,87.87145386467202,95.5000465320565,1.007852912068391,1.2563802375753876,87.87145386467202,95.5000465320565,1.007852912068391,77
11,GOOG,US,2019-05-02 09:30:00-04:00,2019-05-02 09:30:00-04:00,58.373403488159184,-1,US-GOOG-20190502-093000,2019-05-14 09:30:00-04:00,56.0525,1,Take Profit at Close,True,1,0.03975960539340435,,,0,0,False,0,-0.0075021630814213,-0.0075021630814213,0.1280488048650765,0.1280488048650765,-0.0010913816345279,-0.0010913816345279,0.0041250932352936,0.0041250932352936,-0.0093199240947122,-0.0093199240947122,0.2997883186586083,153.0766542194669,1.1562921599782827,58.26633009930331,64.35322022418302,0.90730503127705,1.1562921599782818,58.26633009930331,64.35322022418302,0.9073050312770499,12
