Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stat_market_index_change(t_1)_ratio_1d,stat_market_index_1d,stat_vix_change(t_1)_ratio_1d,stat_vix_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_gold_futures_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_treasuries_20years_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_russel_2000_1d,stat_Vola(22)_1d,stat_Beta(22)_1d,stat_ATR_1d,stat_bollinger_bands_upper_1d,stat_bollinger_bands_lower_1d,stat_open_over_lower_BB_ratio_1d
2019-03-21 09:30:00-04:00,89.81300354003906,91.1875,89.36399841308594,90.96299743652344,115356000,0.0,0.0,-0.0029443536044478913,-0.0029443536044478913,0.025811166442818223,0.025811166442818223,-0.0034482758620689724,-0.0034482758620689724,0.010460451606845167,0.010460451606845167,-0.007607737753285715,-0.007607737753285715,,,,,,
2019-03-22 09:30:00-04:00,90.50849914550781,90.9489974975586,88.15550231933594,88.2385025024414,127260000,0.0,0.0,0.010852481049954399,0.010852481049954399,-0.020129384330890843,-0.020129384330890843,0.004306017367118331,0.004306017367118331,0.002200864029509253,0.002200864029509253,0.012474402896412995,0.012474402896412995,,,,,,
2019-03-25 09:30:00-04:00,87.8895034790039,89.13400268554688,87.375,88.71299743652344,102076000,0.0,0.0,-0.018974501239482744,-0.018974501239482744,0.20909753513324247,0.20909753513324247,0.004211009955445988,0.004211009955445988,0.01553446312678175,0.01553446312678175,-0.03615567552600485,-0.03615567552600485,,,,,,
2019-03-26 09:30:00-04:00,89.6500015258789,90.28849792480469,88.66799926757812,89.18800354003906,97318000,0.0,0.0,-0.000839020658475631,-0.000839020658475631,-0.009101918852961188,-0.009101918852961188,0.007853041338708122,0.007853041338708122,0.0016023028075999868,0.0016023028075999868,0.004608439494615091,0.004608439494615091,,,,,,
2019-03-27 09:30:00-04:00,89.20649719238281,89.375,87.28399658203125,88.28500366210938,86496000,0.0,0.0,0.007182725862306283,0.007182725862306283,-0.10104100589339193,-0.10104100589339193,-0.005749281674539808,-0.005749281674539808,-0.0007200466729542221,-0.0007200466729542221,0.010119944173281992,0.010119944173281992,,,,,,
2019-03-28 09:30:00-04:00,88.5,88.89649963378906,87.67350006103516,88.6709976196289,60860000,0.0,0.0,-0.0046443248906916645,-0.0046443248906916645,0.032016301334052644,0.032016301334052644,-0.003347808149277376,-0.003347808149277376,0.009202397183774469,0.009202397183774469,-0.0038870435264042325,-0.0038870435264042325,,,,,,
2019-03-29 09:30:00-04:00,89.3290023803711,89.64299774169922,88.83149719238281,89.0374984741211,66416000,0.0,0.0,0.003589481529391092,0.003589481529391092,-0.04752470834876099,-0.04752470834876099,-0.015344663876106557,-0.015344663876106557,0.0034883854774288015,0.0034883854774288015,0.008454698227152502,0.008454698227152502,,,,,,
2019-04-01 09:30:00-04:00,90.00550079345703,90.78350067138672,89.9365005493164,90.70950317382812,84776000,0.0,0.0,0.0067342800173637585,0.0067342800173637585,-0.049896067345927775,-0.049896067345927775,0.0024809668558956055,0.0024809668558956055,-0.0009478743337788531,-0.0009478743337788531,0.0030226139809992336,0.0030226139809992336,,,,,,
2019-04-02 09:30:00-04:00,90.5510025024414,91.0,90.25599670410156,90.6989974975586,68962000,0.0,0.0,0.011568600124275408,0.011568600124275408,-0.022611263220579714,-0.022611263220579714,-0.0035575990610499097,-0.0035575990610499097,-0.014203981742590854,-0.014203981742590854,0.010599236535313139,0.010599236535313139,,,,,,
2019-04-03 09:30:00-04:00,91.33599853515625,91.5,90.48100280761719,91.03500366210938,78522000,0.0,0.0,1.745570720723677e-05,1.745570720723677e-05,-0.0029850718650553665,-0.0029850718650553665,0.0012418313843676199,0.0012418313843676199,0.0018493891308892785,0.0018493891308892785,-0.0017609296566379884,-0.0017609296566379884,,,,,,
